file_path,class_label,expected_text,transcription,wer,cer,word_count,char_count
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_computer_livingroom_AOL.wav,32,kapcsold ki a számítógépet a nagyszobába , hogy a szemügyi gyógyújában leszem ámás ,1.0,0.825,6,35
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_computer_livingroom_AOL_d2.wav,32,kapcsold ki a számítógépet a nagyszobába , a györgyi az nem így jön innen nem van ,1.5,0.825,6,35
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_computer_livingroom_LAO.wav,32,a nagyszobában kapcsold ki a számítógépet , hogy mostanában nem lenni az előnyömében ,1.0,0.7317073170731707,6,36
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_computer_room_LAO.wav,32,a szobában kapcsold ki a számítógépet , ez a mermet amilyen mi az amin élünk ,1.1666666666666667,0.8108108108108109,6,32
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_computer_smallroom_AOL.wav,32,kapcsold ki a számítógépet a kisszobába , kapcsol ki a számítóévet a kézzel már ,0.6666666666666666,0.3076923076923077,6,34
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_computer_smallroom_LAO.wav,32,a kisszobában kapcsold ki a számítógépet , az ízmámat vagy valami olyan amit nem íme ,1.3333333333333333,0.85,6,35
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_bathroom_AOL.wav,32,húzd szét a függönyt a fürdő szobában , igen igen igen számomra ,1.0,0.8108108108108109,7,31
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_bathroom_LAO.wav,32,a fürdőszobában húzd szét a függönyt , hű mennyáman hű mennyáman ,1.0,0.8055555555555556,6,31
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_kitchen_AOL.wav,32,húzd szét a függönyt nyammiáb , újra ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj ujj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj uj,24.2,15.172413793103448,5,25
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_kitchen_AOL_d2.wav,32,húzd szét a függönyt nyammiáb , úgy légy hogy nyomjára ,1.0,0.6551724137931034,5,25
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_kitchen_LAO.wav,32,konyhába húzd szét a függöny , vajon hogy újra jön ,1.0,0.75,5,24
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_kitchen_LAO_d2.wav,32,konyhába húzd szét a függöny , műűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűűű ,1.0,7.928571428571429,5,24
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_livingroom_AOL.wav,32,húzd szét a függönyt nagy nagyszobában , mindenki nem tudod hogy mi van ,1.0,0.7894736842105263,6,33
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_livingroom_LAO.wav,32,a nagyszobában húzd szét a függönyt , köszönöm szépen ,1.0,0.7714285714285715,6,30
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_room_AOL.wav,32,húzd szét a függönyt a szobában , hát igen nagyon gondolom ,1.0,0.7741935483870968,6,26
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_room_LAO.wav,32,a szobában húzd szét a függönyt , ,1.0,1.0,6,26
C:\Users\reaso\PycharmProjects\TestOriginalUrythmic\RnV-main\RnV-main\testmhub\wavs\C_033_0001_curtain_smallroom_AOL.wav,32,húzd szét függönyt a kiszobában , mhm ,1.0,1.0,5,27
